species_name
Abantennarius coccineus
Abantennarius sanguineus
Ablennes hians
Aboma etheostoma
Abudefduf concolor
Abudefduf declivifrons
Abudefduf troschelii
Acanthemblemaria balanorum
Acanthemblemaria exilispinus
Acanthemblemaria hancocki
Acanthistius pictus
Acanthocybium solandri
Acanthurus nigricans
Acanthurus triostegus
Acanthurus xanthopterus
Achirus klunzingeri
Achirus mazatlanus
Achirus scutum
Aetobatus laticeps
Aetobatus ocellatus
Aetomylaeus asperrimus
Akko brevis
Akko rossi
Albula esuncula
Albula pacifica
Alectis ciliaris
Alepocephalus asperifrons
Alepocephalus convexifrons
Alepocephalus fundulus
Alepocephalus owstoni
Alepocephalus tenebrosus
Alopias pelagicus
Alopias superciliosus
Alopias vulpinus
Alphestes immaculatus
Alphestes multiguttatus
Aluterus monoceros
Aluterus scriptus
Amblyraja hyperborea
Ammodytoides gilli
Amphilophus trimaculatus
Anableps dowii
Anarchias galapagensis
Anchoa argentivittata
Anchoa chamensis
Anchoa curta
Anchoa eigenmannia
Anchoa exigua
Anchoa ischana
Anchoa lucida
Anchoa mundeola
Anchoa nasus
Anchoa panamensis
Anchoa parva
Anchoa spinifer
Anchoa starksi
Anchoa walkeri
Anchovia macrolepidota
Anchoviella balboae
Ancylopsetta dendritica
Anisotremus caesius
Anisotremus interruptus
Anisotremus taeniatus
Antennarius commerson
Antennatus strigatus
Anthias noeli
Antimora rostrata
Aphos porosus
Aplatophis zorro
Apogon atradorsatus
Apogon dovii
Apogon pacificus
Apogon retrosella
Apristurus kampae
Apristurus nasutus
Apristurus stenseni
Apterichtus equatorialis
Arcos decoris
Arcos rhodospilus
Argentina aliceae
Ariopsis guatemalensis
Ariopsis jimenezi
Ariopsis seemanni
Ariopsis simonsi
Ariosoma gilberti
Ariosoma hemiaspidus
Arothron hispidus
Arothron meleagris
Asquamiceps pacificus
Astatheros macracanthus
Astroscopus zephyreus
Atherina harringtonensis
Atherinella argentea
Atherinella chagresi
Atherinella eriarcha
Atherinella guatemalensis
Atherinella nepenthe
Atherinella nocturna
Atherinella pachylepis
Atherinella panamensis
Atherinella serrivomer
Atherinella starksi
Atherinomorus stipes
Atractosteus tropicus
Aulopus bajacali
Aulostomus chinensis
Auxis brachydorax
Auxis eudorax
Awaous transandeanus
Axoclinus lucillae
Azurina atrilobata
Azurina intercrusma
Bagre panamensis
Bagre pinnimaculatus
Bairdiella armata
Bairdiella ensifera
Bajacalifornia burragei
Bajacalifornia megalops
Baldwinella eos
Balistes polylepis
Barbulifer ceuthoecus
Bascanichthys cylindricus
Bascanichthys panamensis
Bathycongrus macrurus
Bathycongrus varidens
Bathygobius andrei
Bathygobius ramosus
Bathylaco macrophthalmus
Bathylaco nigricans
Bathyraja aguja
Bathyraja peruana
Bathyraja trachura
Bathytroctes macrolepis
Bathytroctes microlepis
Batrachoides boulengeri
Batrachoides pacifici
Batrachoides walkeri
Batrachoides waltersi
Bellator gymnostethus
Bellator loxias
Bellator xenisma
Benthodesmus tenuis
Bodianus darwini
Bodianus diplotaenia
Bodianus eclancheri
Bollmannia chlamydes
Bollmannia macropoma
Bollmannia marginalis
Bollmannia ocellata
Bollmannia species A
Bollmannia stigmatura
Bollmannia umbrosa
Bothus leopardinus
Bothus mancus
Brama dussumieri
Brama japonica
Bregmaceros bathymaster
Brotula clarkae
Brotula ordwayi
Bryx veleronis
Butis koilomatodon
Calamus brachysomus
Calamus taurinus
Caliraja cortezensis
Callechelys cliffi
Callechelys eristigma
Callorhinchus callorynchus
Cantherhines dumerilii
Canthidermis maculata
Canthigaster janthinoptera
Canthigaster punctatissima
Caranx caballus
Caranx caninus
Caranx ignobilis
Caranx lugubris
Caranx melampygus
Caranx sexfasciatus
Caranx vinctus
Carapus dubius
Carapus mourlani
Carcharhinus albimarginatus
Carcharhinus altimus
Carcharhinus brachyurus
Carcharhinus cerdale
Carcharhinus falciformis
Carcharhinus galapagensis
Carcharhinus leucas
Carcharhinus limbatus
Carcharhinus longimanus
Cathorops dasycephalus
Cathorops festae
Cathorops fuerthii
Cathorops hypophthalmus
Cathorops manglarensis
Cathorops multiradiatus
Cathorops raredonae
Cathorops steindachneri
Cathorops taylori
Cathorops tuyra
Caulolatilus affinis
Caulolatilus princeps
Centrophorus squamosus
Centropomus armatus
Centropomus medius
Centropomus nigrescens
Centropomus robalito
Centropomus unionensis
Centropomus viridis
Centroscyllium nigrum
Cephalopholis colonus
Cephalopholis panamensis
Cephaloscyllium ventriosum
Cerdale ionthas
Cerdale paludicola
Cerdale prolata
Cetengraulis mysticetus
Cetorhinus maximus
Chaenomugil proboscideus
Chaenopsis celeste
Chaenopsis deltarrhis
Chaetodipterus zonatus
Chaetodon humeralis
Chaetodon unimaculatus
Chanos chanos
Cheilodactylus variegatus
Cheilopogon dorsomacula
Cheilopogon papilio
Cheilopogon xenopterus
Cherublemma emmelas
Chilara taylori
Chiloconger dentatus
Chilomycterus reticulatus
Chimaera orientalis
Chlopsis apterus
Chlopsis kazuko
Chlorophthalmus mento
Chloroscombrus orqueta
Chriolepis cuneata
Chromis alta
Chromis crusma
Cirrhitichthys oxycephalus
Cirrhitus rivulatus
Citharichthys fragilis
Citharichthys gilberti
Citharichthys gnathus
Citharichthys mariajorisae
Citharichthys platophrys
Citharichthys stigmaeus
Clarkichthys bilineatus
Cololabis adoceta
Congrosoma evermanni
Conodon macrops
Conodon serrifer
Cookeolus japonicus
Coralliozetus boehlkei
Coralliozetus springeri
Corvula macrops
Coryphaena equiselis
Coryphaena hippurus
Coryphopterus urospilus
Cosmocampus arctus
Cratinus agassizii
Ctenochaetus marginatus
Ctenogobius manglicola
Ctenogobius sagittula
Ctenosciaena peruviana
Cubiceps pauciradiatus
Cyclopsetta panamensis
Cyclopsetta querna
Cynoponticus coniceps
Cynoscion albus
Cynoscion analis
Cynoscion nannus
Cynoscion nortoni
Cynoscion phoxocephalus
Cynoscion praedatorius
Cynoscion reticulatus
Cynoscion squamipinnis
Cynoscion stolzmanni
Cynoscion xanthulus
Cypselurus angusticeps
Cypselurus callopterus
Dactylagnus mundus
Dactylagnus parvus
Dactyloscopus amnis
Dactyloscopus byersorum
Dactyloscopus fallax
Dactyloscopus fimbriatus
Dactyloscopus lunaticus
Dactyloscopus minutus
Dactyloscopus pectoralis
Dactyloscopus zelotes
Daector dowi
Daector reticulata
Daector schmitti
Dajaus monticola
Deania calceus
Decapterus macarellus
Decapterus macrosoma
Decapterus muroadsi
Deckertichthys aureolus
Decodon melasma
Dermatolepis dermatolepis
Dialommus macrocephalus
Diapterus brevirostris
Diodon eydouxii
Diodon holocanthus
Diodon hystrix
Diplectrum conceptione
Diplectrum eumelum
Diplectrum euryplectrum
Diplectrum labarum
Diplectrum macropoma
Diplectrum maximum
Diplectrum pacificum
Diplectrum rostrum
Diplobatis ommata
Diplospinus multistriatus
Dipturus ecuadoriensis
Dormitator latifrons
Dormitator maculatus
Doryrhamphus melanopleura
Echeneis naucrates
Echidna nebulosa
Echidna nocturna
Echinorhinus cookei
Echiodon exsilium
Echiophis brunneus
Ectreposebastes imus
Ekemblemaria lira
Ekemblemaria myersi
Elacatinus rubrifrons
Elacatinus species A
Elagatis bipinnulata
Elattarchus archidium
Eleotris picta
Elops affinis
Emblemaria nivipes
Emblemaria piratica
Encheliophis vermicularis
Enchelycore lichenosa
Enchelycore octaviana
Enchelynassa canina
Engraulis ringens
Engyophrys sanctilaurentii
Enneanectes carminalis
Entomacrodus chiostictus
Epinephelus analogus
Epinephelus labriformis
Epinephelus quinquefasciatus
Erotelis armiger
Etmopterus litvinovi
Etropus crossotus
Etropus delsmani pacificus
Etropus ectenes
Etropus peruvianus
Etrumeus acuminatus
Eucinostomus currani
Eucinostomus dowii
Eucinostomus entomelas
Eucinostomus gracilis
Eugerres axillaris
Eugerres brevimanus
Eugerres lineatus
Euleptorhamphus viridis
Euprepocaranx dorsalis
Euthynnus lineatus
Evermannia erici
Evermannia panamensis
Evermannia zosterura
Evorthodus minutus
Exocoetus monocirrhus
Exocoetus peruvianus
Exocoetus volitans
Facciolella equatorialis
Fistularia commersonii
Fistularia corneta
Fodiator rostratus
Fowlerichthys avalonis
Galeichthys peruvianus
Galeocerdo cuvier
Galeorhinus galeus
Gempylus serpens
Genyatremus dovii
Genyatremus pacifici
Genypterus maculatus
Gerres simillimus
Gillellus arenicola
Gillellus searcheri
Gillellus semicinctus
Ginglymostoma unami
Gnathanodon speciosus
Gnathophis cinctus
Gobiesox adustus
Gobiesox crassicorpus
Gobiesox daedaleus
Gobiesox marmoratus
Gobiesox milleri
Gobiesox multitentaculus
Gobiesox papillifer
Gobiesox stenocephalus
Gobioides peruanus
Gobiomorus dormitor
Gobiomorus maculatus
Gobiomorus polylepis
Gobionellus daguae
Gobionellus liolepis
Gobionellus microdon
Gobiosoma aceras
Gobiosoma hildebrandi
Gobiosoma homochroma
Gobiosoma nudum
Gobiosoma paradoxum
Gobiosoma seminudum
Gobiosoma species A
Gobiosoma species C
Gobulus birdsongi
Gobulus crescentalis
Gobulus hancocki
Gordiichthys combibus
Gorgasia punctata
Grammonus diagrammus
Guavina micropus
Guentheridia formosa
Gunterichthys bussingi
Gunterichthys coheni
Gurgesiella furvescens
Gymneleotris seminuda
Gymnomuraena zebra
Gymnothorax angusticeps
Gymnothorax buroensis
Gymnothorax castaneus
Gymnothorax dovii
Gymnothorax equatorialis
Gymnothorax eurygnathos
Gymnothorax flavimarginatus
Gymnothorax javanicus
Gymnothorax panamensis
Gymnothorax phalarus
Gymnothorax pictus
Gymnothorax porphyreus
Gymnothorax serratidens
Gymnothorax undulatus
Gymnothorax verrilli
Gymnura crebripunctata
Haemulon flaviguttatum
Haemulon maculicauda
Haemulon scudderii
Haemulon sexfasciatum
Haemulon steindachneri
Haemulopsis axillaris
Haemulopsis elongatus
Haemulopsis leuciscus
Haemulopsis nitida
Halichoeres adustus
Halichoeres aestuaricola
Halichoeres chierchiae
Halichoeres discolor
Halichoeres dispilus
Halichoeres melanotis
Halichoeres nicholsi
Halichoeres notospilus
Harengula thrissina
Harriotta raleighana
Hemanthias peruanus
Hemanthias signifer
Hemicaranx leucurus
Hemicaranx zelotes
Hemilutjanus macrophthalmos
Hemiramphus saltator
Heteristius cinctus
Heteroconger klausewitzi
Heteroconger pellegrini
Heterodontus mexicanus
Heterodontus quoyi
Heteropriacanthus carolinus
Hexanchus griseus
Hippocampus ingens
Hippoglossina bollmani
Hippoglossina macrops
Hippoglossina montemaris
Hippoglossina tetrophthalma
Hirundichthys marginatus
Hirundichthys rondeletii
Hirundichthys speculiger
Holacanthus passer
Hoplopagrus guentherii
Hoplostethus mento
Hoplunnis pacifica
Hydrolagus alphus
Hydrolagus colliei
Hydrolagus macrophthalmus
Hydrolagus melanophasma
Hypanus dipterurus
Hypanus longus
Hypleurochilus pseudoaequipinnis
Hyporhamphus gilli
Hyporhamphus naos
Hyporhamphus snyderi
Hyporthodus acanthistius
Hyporthodus cifuentesi
Hyporthodus exsul
Hyporthodus mystacinus
Hyporthodus niphobles
Hypsoblennius brevipinnis
Hypsoblennius caulopus
Hypsoblennius maculipinna
Hypsoblennius paytensis
